source,target,src_word_len,tgt_word_len,src_char_len,tgt_char_len,char_ratio,word_ratio
"Биллэн турар, эн итиниэхэ сөбүлэспэккин.","разумеется, ты на это не согласишься.",5,8,40,37,0.925,1.6
"Биллэн турар, сааһын билбэтэ.","известное дело, он возраст свой не знал.",4,9,29,40,1.3793103448275863,2.25
Билиннэххэ хайата да куһаҕан.,"признаться, и то, и другое плохо.",4,9,29,33,1.1379310344827587,2.25
Ити дьону билитэлиибин.,я знаю всех этих людей.,3,6,23,23,1.0,2.0
Киинэҕэ билиэт бүппүт.,билеты в кино кончились.,3,5,22,24,1.0909090909090908,1.6666666666666667
Оҕолор ууну кэһэн биллиргэттилэр.,ребята шумно брели по воде.,4,6,33,27,0.8181818181818182,1.5
Ити туох биллиргиирий?,что это там булькает?,3,5,22,21,0.9545454545454546,1.6666666666666667
"Биллэр, миэхэ үтүөнү санаабат.","известное дело, он мне добра не желает.",4,9,30,39,1.3,2.25
Түргэнник биллэрбэхтээ.,сообщи об этом поскорее.,2,5,23,24,1.0434782608695652,2.5
Билбэт аата билээҕимсийэр.,"он ничего не знает, но выдаёт себя за знатока.",3,11,26,46,1.7692307692307692,3.6666666666666665
Биһиги спортсмеммыт бириистээх миэстэҕэ таҕыста.,наш спортсмен занял призовое место.,5,6,48,35,0.7291666666666666,1.2
Күүлэйдииригэр бириэмэлээх.,у него есть время для прогулок.,2,7,27,31,1.1481481481481481,3.5
"Бирээмэ, киһини сүгүн олорпот.",он прямо-таки не даёт человеку спокойно посидеть.,4,8,30,49,1.6333333333333333,2.0
Соҥҥун кырааскаҕа биспиккин.,ты своё пальто испачкал краской.,3,6,28,32,1.1428571428571428,2.0
Барыта биһигиттэн бэйэбититтэн тутулуктаах.,всё зависит от нас самих.,4,6,43,25,0.5813953488372093,1.5
Биһиги дьыалабыт кырдьыктаах.,наше дело правое.,3,4,29,17,0.5862068965517241,1.3333333333333333
"Ыл, биирдэ омуртар!","ну, дай мне раз глотнуть!",3,7,19,25,1.3157894736842106,2.3333333333333335
"Ылыҥ, көрдөрүҥ.","давайте, покажите.",2,4,15,18,1.2,2.0
Барыахтарыттан ыла сылдьыбатах.,"с тех пор, как они уехали, он не заходил.",3,12,31,41,1.3225806451612903,4.0
Итиннэ ылбычча киһи соруммат.,не всякий осмелится взяться за это.,4,7,29,35,1.206896551724138,1.75
Ырыата ылланна.,его песенка спета.,2,4,15,18,1.2,2.0
Ылбайга быһахтаммыкка дылы.,как с ножом на малька.,3,6,27,22,0.8148148148148148,2.0
Ылбайга быһахтаммыкка дылы.,стрелять из пушки по воробьям.,3,6,27,30,1.1111111111111112,2.0
Ааннарын саппат буолла.,он часто ходит к ним.,3,6,23,21,0.9130434782608695,2.0
Ааннарын саппат буолла.,он часто посещает их.,3,5,23,21,0.9130434782608695,1.6666666666666667
Ааннарын саппат буолла.,он и не закрывает их дверь.,3,7,23,27,1.173913043478261,2.3333333333333335
Бүтэйи киэҥ ааннааҥ.,сделайте в изгороди широкие ворота.,3,6,20,35,1.75,2.0
Аанньа киһи итинник буолбат.,порядочный человек таким не бывает.,4,6,28,35,1.25,1.5
Бу хайа аанньа үлэний?,разве это хорошая работа?,4,5,22,25,1.1363636363636365,1.25
Аанньаҕа кэлбэтэҕэ буолуо.,"он, вероятно, пришёл с недобрыми намерениями .",3,9,26,46,1.7692307692307692,3.0
Киһи ыйыппытын аанньа эттэҕэ.,"он сказал только потому, что его спросили.",4,9,29,42,1.4482758620689655,2.25
Сыппытым аанньа сытан барабын.,лежу и не хочу вставать.,4,6,30,24,0.8,1.5
Сыппытым аанньа сытан барабын.,"как лежал, так и хочется лежать.",4,8,30,32,1.0666666666666667,2.0
Өссө аанньалаах үлэни үлэлээбэтим.,я ещё ничего путного не сделал.,4,7,34,31,0.9117647058823529,1.75
Аанньата суох үлэһит.,он неважный работник.,3,4,21,21,1.0,1.3333333333333333
Ааттаспыт киһи аам-дьаамы кытыарар.,человек уговорами объединяет даже разрозненное.,4,6,35,47,1.3428571428571427,1.5
Ыскааптааҕы кинигэлэри ким аамайдаата?,кто перепутал книги в шкафу?,4,6,38,28,0.7368421052631579,1.5
Сүөһүнү аамайдаама.,не разгоняй скот.,2,4,19,17,0.8947368421052632,2.0
Ааттаспыт аалы көтөҕөр.,мольбой человек и плот с места сдвигает.,3,8,23,40,1.7391304347826086,2.6666666666666665
Аалын баһа хоҥнон биэрбэт.,нос его лодки никак не сдвигается.,4,7,26,34,1.3076923076923077,1.75
Аалын баһа хоҥнон биэрбэт.,он медлит.,4,3,26,10,0.38461538461538464,0.75
Аалын баһа хоҥнон биэрбэт.,он мешкает.,4,3,26,11,0.4230769230769231,0.75
"Аал уоту отун, иэримэ дьиэни тэрин.","обзаведись уютным домом, разведи неугасаемый огонь.",6,8,35,51,1.457142857142857,1.3333333333333333
Ааллахха оннооҕор тимиртэн арыы тахсар.,"если усердно тереть, то даже и на железе появляется масло.",5,12,39,58,1.4871794871794872,2.4
Томын хараҕын аалларар.,он терпеть не может тома.,3,6,23,25,1.0869565217391304,2.0
Уулуссаҕа дьон ааллаһаллар.,на улице толпится народ.,3,5,27,24,0.8888888888888888,1.6666666666666667
Бииргэ аалсан олоробут.,мы живём в тесном общении.,3,6,23,26,1.1304347826086956,2.0
Сылгы маска аалынар.,лошадь трётся о дерево.,3,5,20,23,1.15,1.6666666666666667
Быһаҕын аалынар.,он подтачивает свой нож.,2,5,16,24,1.5,2.5
Быһа аалыллыбыт.,верёвка перетёрлась.,2,3,16,20,1.25,1.5
Халлаан сулуһун аахпыкка дылы.,"это всё равно, что пытаться сосчитать звёзды на небе.",4,11,30,53,1.7666666666666666,2.75
Кинини үчүгэй үлэһитинэн ааҕаллар.,его считают хорошим работником.,4,5,34,31,0.9117647058823529,1.25
Бэркэ аахайан иһиттилэр.,они слушали с большим вниманием.,3,6,24,32,1.3333333333333333,2.0
"Үрдэр антах, өҕүрүйдэр бэттэх.","выдохнешь — он туда, вдохнёшь — он сюда.",4,10,30,40,1.3333333333333333,2.5
Тугу үрэҕин?,что ты лаешься?,2,4,12,15,1.25,2.0
Ыт кустары үргүттэ.,собака вспугнула уток.,3,4,19,22,1.1578947368421053,1.3333333333333333
Аҕыс үүдэһиним араҕыста.,"я от усталости без рук, без ног.",3,9,24,32,1.3333333333333333,3.0
Аҕыс үүдэһиним араҕыста.,восемь моих связок разошлись.,3,5,24,29,1.2083333333333333,1.6666666666666667
Саа хайдыбыт маһа ньаалбаанынан үүйүллүбүт.,расколотое ложе ружья скреплено жестью.,5,6,43,39,0.9069767441860465,1.2
Оҕолор ийэлэрин үүйэ-хаайа туттулар.,дети с просьбами окружили мать.,4,6,36,31,0.8611111111111112,1.5
Ыар санаалар үүйэ-хаайа туталлар.,его охватили тяжёлые думы.,4,5,33,26,0.7878787878787878,1.25
Элбэх специалиһы үүннэрдэ.,он вырастил многих специалистов.,3,5,26,32,1.2307692307692308,1.6666666666666667
Тайҕаҕа куораты үүннэрдибит.,мы воздвигли город в тайге.,3,6,28,27,0.9642857142857143,2.0
Куораты күөх үүнээйи киэргэтэр.,зелень украшает город.,4,4,31,22,0.7096774193548387,1.0
Ыт тайаҕы үүрдэ.,собака погналась за лосем.,3,5,16,26,1.625,1.6666666666666667
Хараҕын үүтэ көстүбэт буолла.,он разгневался.,4,3,29,15,0.5172413793103449,0.75
Хараҕын үүтэ көстүбэт буолла.,он вышел из себя.,4,5,29,17,0.5862068965517241,1.25
Кыыс үүт-үкчү ийэтин курдук.,девочка — вылитая мать.,4,5,28,23,0.8214285714285714,1.25
Остуол атаҕа оодьоччу барбыт.,ножки стола покосились.,4,4,29,23,0.7931034482758621,1.0
"Оок-сиэ, кэрэ да дойду!","о, какая прекрасная страна!",4,6,23,27,1.173913043478261,1.5
"Оок-сиэ, итини сатаабаккын дуо?","ну, неужели ты не можешь этого?",4,8,31,31,1.0,2.0
"Оок-сиэ, мээнэттэн даҕаны соһуйбуппун!","эх, я, оказывается, испугался такого пустяка!",4,10,38,45,1.1842105263157894,2.5
"Ооккобун, тоҥмутун даа!","деточка моя, как она замерзла!",3,7,23,30,1.3043478260869565,2.3333333333333335
Оонньуура кырдьыга биллибэт.,шутит он или всерьёз — непонятно.,3,7,28,33,1.1785714285714286,2.3333333333333335
Киһи бөҕө эбиккин.,"оказывается, ты ужасный человек.",3,6,18,32,1.7777777777777777,2.0
Хаһыы бөҕөнү түһэрдэ.,он орал во всё горло.,3,6,21,21,1.0,2.0
Эрэй бөҕөнөн аҕаллым.,я с большим трудом принёс это.,3,7,21,30,1.4285714285714286,2.3333333333333335
"Дьэ, кавалер бөҕө!",ну и кавалер!,3,4,18,13,0.7222222222222222,1.3333333333333333
"Биэрдэхтэринэ, ылан бөҕө.","если дадут, я возьму с удовольствием.",3,8,25,37,1.48,2.6666666666666665
Барсан бөҕө.,я охотно пойду с вами.,2,6,12,22,1.8333333333333333,3.0
Өрөмүөн кэнниттэн күргэ бөҕөргөөбүт.,после ремонта мост стал прочным.,4,6,36,32,0.8888888888888888,1.5
Кини балаһыанньата бөҕөргөөтө.,его положение укрепилось.,3,4,30,25,0.8333333333333334,1.3333333333333333
Кыайыахпыт диэн бөҕөхпүн.,"я уверен, что мы победим.",3,7,25,25,1.0,2.3333333333333335
"Наһаа айманыма, бөҕөхсүй.","слишком не горюй, крепись.",3,6,25,26,1.04,2.0
Илиим бөҕүөрдэ.,у меня закоченели руки.,2,5,15,23,1.5333333333333334,2.5
Дьиэ бөҕүрбүт.,в доме насорено.,2,4,14,16,1.1428571428571428,2.0
Оҕонньор кырдьан бөкчөйбүт.,старик от старости сгорбился.,3,5,27,29,1.0740740740740742,1.6666666666666667
Сүөһү барыта күлүккэ бөлүөхпүт.,весь скот скучился в тени.,4,6,31,26,0.8387096774193549,1.5
Болуоссакка дьон бөҕө бөлүөхсүбүт.,на площади столпилось множество людей.,4,6,34,38,1.1176470588235294,1.5
Бөлүүн хаар түспүт.,ночью выпал снег.,3,4,19,17,0.8947368421052632,1.3333333333333333
Бөлүүҥҥү түүлүм өйбүттэн-санаабыттан арахсыбат.,увиденный ночью сон не выходит у меня из головы.,4,10,47,48,1.0212765957446808,2.5
Бөппүрүөктэһэн тыл тылларыгар киирсибэтилэр.,они оба заупрямились и не нашли общего языка.,4,9,44,45,1.0227272727272727,2.25
Аҕам биир бөрөлөөх.,мой отец принёс с охоты волка.,3,7,19,30,1.5789473684210527,2.3333333333333335
"Булчуттары кытта бөрөлөһөн, икки бөрөнү өлөрдүм.",я вместе с охотниками охотился на волков и убил двух.,6,11,48,53,1.1041666666666667,1.8333333333333333
Хайдах эмэ бөрөөн үлэбин бүтэрдэрбин.,надо бы мне как-нибудь закончить свою работу.,5,8,37,45,1.2162162162162162,1.6
Хайдах эмэ бөрөөн үлэбин бүтэрдэрбин.,надо бы мне уж закруглиться.,5,6,37,28,0.7567567567567568,1.2
Ыт бөрөнү кытта сырыттаҕына бөрөтүйэр.,"собака, находясь с волком, становится волком.",5,9,38,45,1.1842105263157894,1.8
Остуол анныгар хара ыт бөскөйө сытар.,под столом лежит толстая чёрная собака.,6,7,37,39,1.054054054054054,1.1666666666666667
Бачча бөтөс үлэни үлэлээбэт буолуо дуо!,такой удалец разве не будет работать!,6,7,39,37,0.9487179487179487,1.1666666666666667
Оҕолор бөтүөхтэспитинэн дьиэҕэ көтөн түстүлэр.,"ребята, запыхавшись, ворвались в дом.",5,8,46,37,0.8043478260869565,1.6
Оҕо ытаан бөтүөхтээтэ.,"ребёнок заплакал, глубоко всхлипывая.",3,6,22,37,1.6818181818181819,2.0
Эт бөһүйэн ирэр.,мясо оттаивает и становится мягким.,3,6,16,35,2.1875,2.0
Эти бөһүтэн баран эттээ.,"мясо сначала оттаивай, а потом руби.",4,8,24,36,1.5,2.0
"Чэ, түксү бөтүөхтээмэ!","ну, перестань вздыхать!",3,5,22,23,1.0454545454545454,1.6666666666666667
Былыт уутуйбут.,нависли дождевые тучи.,2,4,15,22,1.4666666666666666,2.0
Былыт уутуйбут.,тучи наполняются дождём.,2,4,15,24,1.6,2.0
Быйыл саһыл үчү-гэйдик ууһаата.,в этом году расплодились лисицы.,4,6,31,32,1.032258064516129,1.5
Атым уурастаата.,мой конь заупрямился.,2,4,16,21,1.3125,2.0
Уустугур-дар уустугуран иһэр.,техника всё более совершенствуется.,3,5,29,35,1.206896551724138,1.6666666666666667
Элбэхтик үлэлиибин диэн үҥсэргиир.,"он сетует, что много работает.",4,7,34,30,0.8823529411764706,1.75
Суукка үҥээччи быһыытынан эттэ.,он выступил в суде в качестве истца.,4,8,31,36,1.1612903225806452,2.0
Сон сиэх-тэрэ унньу-санньы тигиллибиттэр.,рукава пальто сшиты неаккуратно.,4,5,41,32,0.7804878048780488,1.25
Сон сиэх-тэрэ унньу-санньы тигиллибиттэр.,один рукав пальто короче другого.,4,6,41,33,0.8048780487804879,1.5
Ыт боруокка унньуйан сытар.,собака вытянулась у порога.,4,5,27,27,1.0,1.25
Том унньу-санньы үлэлиир.,том работает вяло.,3,4,25,18,0.72,1.3333333333333333
Ырбаахыта сиринэн унньулуйар.,её платье волочится по земле.,3,6,29,29,1.0,2.0
Мария хоһоону үчүгэйдик ааҕааччы.,мария хорошо читает стихи.,4,5,33,26,0.7878787878787878,1.25
Быйыл сурунаал элбэх ааҕааччыламмыт.,в этом году журнал приобрёл много читателей.,4,8,36,44,1.2222222222222223,2.0
Сүөһү барыта ааҕылынна.,весь скот пересчитан.,3,4,23,21,0.9130434782608695,1.3333333333333333
Бу хаһаайыстыба табата тыһыынчанан ааҕыллар.,олени этого хозяйства исчисляются тысячами.,5,6,44,43,0.9772727272727273,1.2
Том бастыҥ үлэһитинэн ааҕыллар.,том считается лучшим работником.,4,5,31,32,1.032258064516129,1.25
Том харчытын ааҕынна.,том сосчитал свои деньги.,3,5,21,25,1.1904761904761905,1.6666666666666667
Том күүстэҕинэн ааҕынар.,том считает себя силачом.,3,5,24,25,1.0416666666666667,1.6666666666666667
Сыгынньах илиинэн ылыаҥ суоҕа.,его голыми руками не возьмёшь.,4,6,30,30,1.0,1.5
Тириини хоччорхойдуу имитиллибэт.,"кожу не мнут, не замочив.",3,7,33,25,0.7575757575757576,2.3333333333333335
Сэмэлээн кинини арай эн хотутуоҥ.,"его, пожалуй, только ты и проймёшь.",5,9,33,35,1.0606060606060606,1.8
Хараҕын уута саккырыыр.,у него слёзы текут ручьями.,3,6,23,27,1.173913043478261,2.0
Хараҕын уута саккырыыр.,у неё слёзы текут ручьями.,3,6,23,26,1.1304347826086956,2.0
От охсооччу киэһэнэн өссө сайынна.,косарь к вечеру ещё больше разошёлся.,5,7,34,37,1.088235294117647,1.4
Итинтэн барытыттан салгыы бөҕөнү салтым.,всё это мне ужасно надоело.,5,6,40,27,0.675,1.2
Кэбиһиилээх от саллайбыт.,стог сена слишком широк наверху.,3,6,25,32,1.28,2.0
Инчэҕэй этэрбэһинэн хааман саллырҕатар.,"он ходит, шлёпая мокрой обувью.",4,7,39,31,0.7948717948717948,1.75
Куруутун биири хатылыырыттан хайдах салгыбатый?,как ему не надоедает твердить одно и то же?,5,10,47,43,0.9148936170212766,2.0
Биир аһы аһыыртан салтым.,мне опостылела однообразная пища.,4,5,25,33,1.32,1.25
Балыгынан салҕанан олорбуттара.,"они сводили концы с концами, занимаясь рыбной ловлей.",3,10,31,53,1.7096774193548387,3.3333333333333335
Өҥөтөр бүгүн кэлээрэй.,"авось, сегодня он придёт.",3,6,22,25,1.1363636363636365,2.0
Эппит тылбын өһүлбэппин.,я не отступлюсь от сказанного слова.,3,7,24,36,1.5,2.3333333333333335
Эппит тылбын өһүлбэппин.,не отступлюсь от сказанного слова.,3,6,24,34,1.4166666666666667,2.0
Тоҕо өсөһөҕүн?,почему ты упрямишься?,2,4,14,21,1.5,2.0
Буруо өһөҕүрэн тахсар.,клубится густой тёмно-коричневый дым.,3,5,22,37,1.6818181818181819,1.6666666666666667
Суһуоҕа өһүллүбүт.,у неё косы расплелись.,2,5,18,22,1.2222222222222223,2.5
Күүһэ өһүллүбүт.,он ослаб.,2,3,16,9,0.5625,1.5
Күүһэ өһүллүбүт.,он потерял былую силу.,2,5,16,22,1.375,2.5
Өйө өһүллүбүт.,он ослаб умом.,2,4,14,14,1.0,2.0
Кинини өһүргэттиҥ.,ты его обидел.,2,4,18,14,0.7777777777777778,2.0
Биһиги диэки өҕүллүбэт.,он на нас не обращает внимания.,3,7,23,31,1.3478260869565217,2.3333333333333335
Тылым өҕүллүбэт.,у меня язык заплетается.,2,5,16,24,1.5,2.5
Тылым өҕүллүбэт.,у меня плохой выговор.,2,5,16,22,1.375,2.5
Тылым өҕүллүбэт.,язык не поворачивается.,2,4,16,23,1.4375,2.0
Кураанаҕынан өҕүтэр.,на пустой желудок тошнит.,2,5,20,25,1.25,2.5
Бу туох үөгүтэ турда?,что это за крик?,4,5,21,16,0.7619047619047619,1.25
Кутталыттан үөгүлээтэ.,он завопил от страха.,2,5,22,21,0.9545454545454546,2.5
Үөл мастан үөннээн сиэбит.,он из всего извлекает пользу.,4,6,26,29,1.1153846153846154,1.5
Үлэ соччо үөтэлээбэт.,работа не даёт видимых результатов.,3,6,21,35,1.6666666666666667,2.0
Үөхсүүлэрэ сүр-дэннэ.,они стали сильно браниться.,2,5,21,27,1.2857142857142858,2.5
Үөхсүү бөҕөнү тарта.,он принялся несусветно браниться.,3,5,20,33,1.65,1.6666666666666667
Манна кутуйах үөскээбит.,здесь развелись мыши.,3,4,24,21,0.875,1.3333333333333333
Ойуурдаах куобах охтубат.,заяц в лесу не пропадёт.,3,6,25,24,0.96,2.0
Чаһы уон иккини оҕуста.,часы пробили двенадцать.,4,4,23,24,1.0434782608695652,1.0
Массыына оҕунуоҕа суох үлэлээбэт.,даже машина без смазки не работает.,4,7,33,35,1.0606060606060606,1.75
Көбүөхтүү сытар.,"он лежит, тяжело дыша.",2,6,16,22,1.375,3.0
Көбүс-көннөрү кэллим.,я пришёл ни с чем.,2,6,21,18,0.8571428571428571,3.0
Көбүс-көннөрү кэллим.,я пришёл с пустыми руками.,2,6,21,26,1.2380952380952381,3.0
Илиибин өлөрбүтүм көҕөрбүт.,"я ушиб руку, и она посинела.",3,8,27,28,1.037037037037037,2.6666666666666665
Өһөс торбос моонньо быстар.,упрямой тёлке голову отрывают.,4,5,27,30,1.1111111111111112,1.25
"Икки чыычаах көтөөрү өгдөҥнөһөллөр, хайалара да көппөт.","две пташки пытаются взлететь, yes ни одна из них не взлетает.",7,13,55,61,1.1090909090909091,1.8571428571428572
Добуолуна үчүгэйдик сахалыы саҥарар.,он довольно хорошо разговаривает по-якутски.,4,6,36,44,1.2222222222222223,1.5
Былырыыҥгыттан манна дойдуланным.,здесь я осел с прошлого года.,3,7,33,29,0.8787878787878788,2.3333333333333335
Тоҕо эн олус долодуйаҕын?,что ты хорохоришься?,4,4,25,20,0.8,1.0
Сылтаҕа суох киһини мөхтөрүмэ.,не позволяй ругать человека без повода.,4,7,30,39,1.3,1.75
Миигин дэлби мөхтүлэр.,меня крепко отругали.,3,4,22,21,0.9545454545454546,1.3333333333333333
Киһи истэрин курдук саҥар.,"говори так, чтобы было слышно.",4,7,26,30,1.1538461538461537,1.75
Эппитиҥ курдук оҥордум.,"я сделал так, как ты сказал.",3,8,23,28,1.2173913043478262,2.6666666666666665
Ый курдук сынньанныбыт.,мы отдыхали примерно с месяц.,3,6,23,29,1.2608695652173914,2.0
Онно сыл курдук олорбуттар.,там они жили примерно год.,4,6,27,26,0.9629629629629629,1.5
"Уот сиэбитин, уу илпитин курдук.","словно уничтожено пожаром, унесено водой.",5,7,32,41,1.28125,1.4
Этиҥ тыаһын курдук тыас дэлби барда.,"раздался грохот, будто гром загремел.",6,7,36,37,1.0277777777777777,1.1666666666666667
Балыктыыр курдук үчүгэй сынньалаҥ суох.,"no лучшего отдыха, чем рыбалка.",5,7,39,31,0.7948717948717948,1.4
Бардар бара туруох курдук этэ.,"он, кажется, готов был всё идти и идти.",5,11,30,39,1.3,2.2
Санаабар наар кинилэри кытта сылдьар курдукпун.,мысленно я всё время будто с ними.,6,8,47,34,0.723404255319149,1.3333333333333333
Ол эйигиттэн ыйытыам дуо?,"а что, тебя буду спрашивать, yes",4,8,25,32,1.28,2.0
Ол туохтан куттанныгыт?,а чего это вы испугались?,3,6,23,25,1.0869565217391304,2.0
"Ол аата, дьэлликтииргин бырахтыҥ дуо?","значит, ты бросил бродяжничать?",5,6,37,31,0.8378378378378378,1.2
"Ол буолан баран, бу хартыынаҥ олус табыллыбыт.","однако же, эта картина у тебя очень удачная.",7,10,46,44,0.9565217391304348,1.4285714285714286
"Ол да буоллар, быйыл оҕуруот аһа лаппа үчүгэй буолар буолла.","несмотря на это, в этом году обещают хороший урожай овощей.",10,12,60,59,0.9833333333333333,1.2
"Ол иһин, эн төннөн кэлиэхтээх этиҥ.","вот то-то, ты должен был вернуться.",6,8,35,35,1.0,1.3333333333333333
"Чэ, ол иһин, сэрэйбит сэрэх.","ну конечно, так и предполагали.",5,7,28,31,1.1071428571428572,1.4
"Онон буоллаҕына, кини миэхэ суруйар суруга барыта сымыйа эбит.","следовательно, всё, что он пишет мне, оказывается неправдой.",9,12,62,60,0.967741935483871,1.3333333333333333
"Бүгүн барабын, онон бүтэр!",сегодня еду — и всё!,4,6,26,20,0.7692307692307693,1.5
Букатын умнубут курдуктар.,будто и совсем забыли (мы).,3,8,26,27,1.0384615384615385,2.6666666666666665
Том — лоп курдук тыллаах-өстөөх киһи.,"том — человек, чётко выражающий свои мысли.",6,9,37,43,1.162162162162162,1.5
Том — лоп курдук тыллаах-өстөөх киһи.,"том — человек, острый на язык.",6,8,37,30,0.8108108108108109,1.3333333333333333
Илин атах суолун кэлин атах сиппэт.,следы передних ног не догонят следов задних ног.,6,9,35,48,1.3714285714285714,1.5
Илин атах суолун кэлин атах сиппэт.,следы передних ног не догоняют следы задних.,6,8,35,44,1.2571428571428571,1.3333333333333333
Илин атах суолун кэлин атах сиппэт.,плохой человек не сравнится делами с хорошим.,6,8,35,45,1.2857142857142858,1.3333333333333333
Иннин тымтыктанан көрбүт суох.,"ещё никто не прозревал своего будущего, осветив его лучиной.",4,11,30,60,2.0,2.75
Кур бэйэтэ кубулуйбатах.,он с годами не меняется.,3,6,24,24,1.0,2.0
Кур бэйэтэ кубулуйбатах.,его прошлогодний вид не изменился.,3,6,24,34,1.4166666666666667,2.0
Хараҥаҕа уот сандаарда.,в темноте вспыхнул огонь.,3,5,23,25,1.0869565217391304,1.6666666666666667
"Сир Күнү тула, Сир аргыһа Сири тула эргийэр.","земля вращается вокруг солнца, спутник земли — вокруг земли.",8,11,44,60,1.3636363636363635,1.375
Урааҥхай аатыҥ кимий?,как твоё якутское имя?,3,5,21,22,1.0476190476190477,1.6666666666666667
Урааҥхай аатыҥ кимий?,как тебя зовут по-якутски?,3,5,21,26,1.2380952380952381,1.6666666666666667
Манна өһүргэниэххэ сир суох.,тут no основания для обиды.,4,6,28,27,0.9642857142857143,1.5
Манна өһүргэниэххэ сир суох.,тут не на что обижаться.,4,6,28,24,0.8571428571428571,1.5
"Үлэ элбэх , бүгүҥҥүттэн сир ыла туруохха.","работы много, надо хоть что-нибудь сделать уже сегодня.",7,10,41,55,1.3414634146341464,1.4285714285714286
Бу сиргэ урут сылдьыбытыҥ дуо?,ты бывал раньше в этих краях?,5,7,30,29,0.9666666666666667,1.4
Бирисээгэлээх сэтээтэллэр диэн кимнээхтэрий?,кто такие присяжные заседатели?,4,5,44,31,0.7045454545454546,1.25
Иһим хооһугур гынна.,у меня в животе заурчало.,3,6,20,25,1.25,2.0
Кинини хоҥноруоҥ суоҕа.,его и с места не сдвинешь.,3,7,23,26,1.1304347826086956,2.3333333333333335
Туйах тыаһа хоочугур гынна.,снег скрипнул под копытами.,4,5,27,27,1.0,1.25
Өлүөнэ — Саха сирин хорук тымыра.,лена — водная артерия якутии.,6,6,33,29,0.8787878787878788,1.0
Күнү быһа дьиэтин таһыгар хорулуйан тахсар.,он целый день хлопочет возле дома.,6,7,43,34,0.7906976744186046,1.1666666666666667
Маскын хороччу тут.,держи палку вертикально.,3,4,19,24,1.263157894736842,1.3333333333333333
Уолум хороччу улааппыт.,мой сын уже вырос.,3,5,23,18,0.782608695652174,1.6666666666666667
Хор ол курдук буолар.,так-то вот и бывает.,4,5,21,20,0.9523809523809523,1.25
Чаанньык хаппаҕын хоппот.,приподними крышку чайника.,3,4,25,26,1.04,1.3333333333333333
Том бу дьаһалы толорортон туура аккаастанна.,том наотрез отказался выполнить это распоряжение.,6,7,44,49,1.1136363636363635,1.1666666666666667
"Тумсун тууһун, айаҕын абатын!",что за ядовитая насмешка!,4,5,29,25,0.8620689655172413,1.25
Түбэ биллибэт дьыала.,этот вопрос до конца не выяснен.,3,7,21,32,1.5238095238095237,2.3333333333333335
Биһиги ардахха түбэстибит.,мы попали под дождь.,3,5,26,20,0.7692307692307693,1.6666666666666667
Үчүгэй кинигэ түбэстэ.,мне попалась хорошая книга.,3,5,22,27,1.2272727272727273,1.6666666666666667
Дьоло суохха сото таһа түбэһэр.,неудачнику достаются одни лытки.,5,5,31,32,1.032258064516129,1.0
Үөдэн түгэҕинээҕини үөтүмэ.,не следует вспоминать старое.,3,5,27,29,1.0740740740740742,1.6666666666666667
Үөдэн түгэҕинээҕини үөтүмэ.,"не вороши то, что на дне преисподней.",3,9,27,37,1.3703703703703705,3.0
Том — аҕа-ийэҕэһин оһоҕос түгэҕинээҕи оҕото.,том — последний ребёнок своих родителей.,6,7,44,40,0.9090909090909091,1.1666666666666667
Маны түгэн түбэстэҕинэ санатыам.,при удобном случае я ему это напомню.,4,8,32,37,1.15625,2.0
Абааһы аһаабыт сириттэн арахпат.,"чёрт не отходит от того места, где удалось раз покушать.",4,12,32,56,1.75,3.0
"Оҕуһуҥ кутуругун быһан сиэ,",отрежь хвост своего быка и ешь.,4,7,27,31,1.1481481481481481,1.75
"Ойдубута — уолга, кыйдаммыта — кыыска, эмтэрийбитэ — эмээхсиҥҥэ, ыстаммыта — ыкка.","отколупнулось — парню, отдалилось — девке, отщепилось — старушке, отскочило — собаке.",12,16,82,85,1.0365853658536586,1.3333333333333333
"Ойоххун эрэнимэ, эккиҥҥин эрэн.","не надейся на жену, а надейся на стену.",4,10,31,39,1.2580645161290323,2.5
"Ойуун баарына киһи ыалдьымна буолбат, уус баарына иһит алдьанымна буолбат.","не бывает так, чтобы при шамане не хворал человек, а при кузнеце не ломалась посуда.",10,18,74,84,1.135135135135135,1.8
Өлбүт киһи аһыыта үс хонуктаах.,скорби по умершему — только трое суток.,5,8,31,39,1.2580645161290323,1.6
Күүһүм баарын тухары үлэлиэм.,"буду работать, пока есть силы.",4,7,29,30,1.0344827586206897,1.75
Биһиги түөрэ кинини кытта сөбүлэһэбит.,мы все до одного с ним согласны.,5,8,38,32,0.8421052631578947,1.6
Иһигэр былас муостаах киирбит.,вошёл с рогами длиною в размах рук.,4,8,30,35,1.1666666666666667,2.0
Икки тараҕай быттаспыттарыгар дылы.,двое плешивых ищут на головах друг у друга вшей.,4,10,35,48,1.3714285714285714,2.5
Ханна дугуйданан сылдьаҕын?,где ты скрываешься?,3,4,27,19,0.7037037037037037,1.3333333333333333
Өлүү суолун нэтээгинэн бүөлээбиккэ дылы.,"это всё равно, что затыкать вход в преисподнюю шкуркой белки-летяги.",5,12,40,68,1.7,2.4
"Өлүү түбэлтэлээх, бэйэм ыалдьан хааллым.","к несчастью, я сам заболел.",5,7,40,27,0.675,1.4
Бултаммыт балыгы уон өлүүгэ үллэрдилэр.,добытую рыбу они разделили на десять частей.,5,8,39,44,1.1282051282051282,1.6
