source,target,src_word_len,tgt_word_len,src_char_len,tgt_char_len,char_ratio,word_ratio,dataset
Былааҕа Аата Киинэ Тыла Харчыта Площадь Население Карта Бангладеш Дакка Бенгаал тыла Така (BDT) 144 000 км2 162 221 000 Бутан Тхимпху Дзонг-кэ уонна ааҥл тыла Нгултрум (BTN) и индийская рупия (INR) 47 000 км2 697 000 Индия Нью-Дели Хинди уонна ааҥыл тыла Индийская рупия (INR) 3 287 590 км2 1 217 831 000 Мальдивы Мале Дивехи Руфия (MVR) 298 км2 309 000 Непал Катманду Непаал тыла Непальская рупия (NPR) 140 800 км2 29 331 000 Пакистан Исламабад Урду уонна ааҥыл тыла Пакистанская рупия (PKR) 803 940 км2 173 949 000 Шри-Ланка Шри-Джаяварденепура-Котте (офиц.),"Flag name capital Language Currency Population Population Bangladesh Dacca Bengalsky Taka (BDT) 144,000 km2 162 221 000 Butan thimph Dzong-ke and English Nguultrum (BTN) and Indian Rupe (INR) 47,000 km2 697 000 India New Delhy Hindi and English Indian Rupe (Inr) 3 287590 km2 1 217 831 000 Maldives Male Diveho Rufiy (MVR) 298 km2 309 000 Nepal Kathmanda Nepalsky Nepal Rupe (NPR) 140 800 km2 29 331 000 Pakistan Islamabad Urdu and English Pakistan Rupe (PKR) 803 940 km2 173 949 949 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000Sri Lanka Sri-Jayardenepura-Kotta (officer)",94,152,560,726,1.2964285714285715,1.6170212765957446,wikimedia
Сингаал тыла уонна тамил тыла Шри-Ланкийская рупия (LKR) 65 610 км2 20 238 000,Singalsky and Tamil Sri-Lankan Rupe (LKR) 65 610 km2 20 238 000,14,14,78,63,0.8076923076923077,1.0,wikimedia
Икки континеҥҥа сытар дойдулар,Countries located in two parts of the world,4,8,30,43,1.4333333333333333,2.0,wikimedia
"Россия — сорҕото Европаҕа (сиринэн аахтаахха кыра өттө, олохтоохторун ахсаанынан - улахан өттө).","Russia is partially (a smaller part of the territory, but with the most part of the population) in Europe.",13,23,96,106,1.1041666666666667,1.7692307692307692,wikimedia
Казахстан — кыра өттө Европаҕа.,Kazakhstan - partially (smaller part of the territory and population) in Europe.,5,15,31,80,2.5806451612903225,3.0,wikimedia
Турция — кыра өттө Европаҕа.,Türkiye is partially (a smaller part of the territory and population) in Europe.,5,16,28,80,2.857142857142857,3.2,wikimedia
Индонезия — кыра өттө Океанияҕа.,Indonesia is partially (a smaller part of the territory and population) in Oceania.,5,16,32,83,2.59375,3.2,wikimedia
Йемен — кыра өттө Африкаҕа.,Yemen is partially (smaller part of the territory and population) in Africa.,5,15,27,76,2.814814814814815,3.0,wikimedia
Египет — улахан өттө Африкаҕа.,Egypt is partially (most of the territory and population) in Africa.,5,14,30,68,2.2666666666666666,2.8,wikimedia
"Европа уонна Азия кирбиилэрин Кум Маныч хотоолунан ыытар түгэҥҥэ - бүүс-бүтүннүү Азияҕа, оттон Улахан Хапхааһынан ыытар түгэҥҥэ - сорҕолоро Европаҕа, маннык дойдулар сыталлар:","When holding a border between Europe and Asia according to the most common version of the Kumo-Manych hollow-completely in Asia, during the border in the Big Caucasus-partially also in Europe, the following countries of Asia:",23,38,175,225,1.2857142857142858,1.6521739130434783,wikimedia
Азербайджан — кыра өттө Европаҕа.,Azerbaijan - partially (smaller part of the territory and population) in Europe.,5,15,33,80,2.4242424242424243,3.0,wikimedia
Грузия — кыра өттө Европаҕа.,Georgia is partially (smaller part of the territory and population) in Europe.,5,15,28,78,2.7857142857142856,3.0,wikimedia
Быһаарылар,Notes,1,1,10,5,0.5,1.0,wikimedia
Хотугу Азия,North Asia,2,2,11,10,0.9090909090909091,1.0,wikimedia
Былааҕа Аата Киинэ Тыла Харчыта Иэнэ Олохтоохторо Карта Россия Москуба Нуучча тыла Солкуобай (RUB) 17 125 200 км2 (Европаҕа баар сирин ааҕан туран) 146 600 000 (с Европаҕа баар сирин ааҕан туран),"Flag name capital Language currency Square Population Russian Rossiya Moscow Russian ruble (RUB) 17 125 200 km2 (with the European part) 146,600,000 (with the European part)",32,32,195,173,0.8871794871794871,1.0,wikimedia
Соҕуруулуу-Илин Азия,Southeast Asia,2,2,20,14,0.7,1.0,wikimedia
"Былааҕа Аата Киинэ Тыла Харчыта Площадь Население Карта Бруней Бандар-Сери-Бегаван Малайский Брунейский доллар (BND) 5 770 км2 400 000 Вьетнам Ханой Вьетнам тыла Донг (VND) 329 560 км2 85 789 573 Индонезия Джакарта Индонезия тыла Рупия (IDR) 1 919 460 км2 231 369 500 Камбоджа Пномпень Кхмер тыла Риель (KHR) 181 040 км2 14 805 000 Лаос Вьентьян Лаос тыла Кип (LAK) 236 800 км2 6 320 000 Малайзия Куала-Лумпур Малаай тыла Малайзийский ринггит (MYR) 329 758 км2 28 306 700 Мьянма Нейпьидо Мьянма тыла Кьят (MMK) 678 500 км2 50 020 000 Сингапур Сингапур Ааҥыл тыла, кытай тыла, малаай уонна тамил тыла Сингапурский доллар (SGD) 692,7 км2 4 987 600 Таиланд Бангкок Таай тыла Бат (THB) 514 000 км2 63 525 062 Восточный Тимор Дили Тетум уонна португаал тыла Доллар США (USD) 15 007 км2 1 134 000 Филиппины Манила Тагалог, испаан уонна ааҥыл тыла Филиппинское песо (PHP) 300 000 км2 102 000 000","Flag name capital Language Currency Square Population Bruny Bandar-Seri-Eriean Malay Bruneian dollar (BND) 5 770 km2 400 000 Vietnam Hanoi Vietnamese Dong (VND) 329 560 km2 85 789 573 Indonesia Jakarta Indonesian Rupei 1 919 460 km2 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231369 500 Cambodia FNA PNOPEN KHMERSKY (KHR) 181 040 km2 14 805 000 Laos Vyentyan Laosky Kip (LAK) 236 800 km2 6 320 000 Malaysia Kuala-Lumpur Malay Malaysian Ringgit (Myr) 329 758 km2 28 306 700 MyanmarNupyido Myanmansky Kyat (MMK) 678 500 km2 50 020 000 Singapore Singapore English, Chinese, Malay and Tamil Singapore dollar (SGD) 692.7 km2 4 987 600 Thailand Bangkok Thai Bat 514 000 km2 63 525 062 EasterPortuguese US dollar (USD) 15 007 km2 1 134 000 Philippines Manila Tagalog, Spanish and English Philippine Peso (PHP) 300,000 km2 102,000,000",155,171,888,863,0.9718468468468469,1.103225806451613,wikimedia
Билиниллибэтэх уонна сорох дойдулар билиммит дойдулара,Unrecognized and partially recognized states,6,5,54,44,0.8148148148148148,0.8333333333333334,wikimedia
Билиниллибэтэх дойдулар,Unrecognized states,2,2,23,19,0.8260869565217391,1.0,wikimedia
Былааҕа Аата Киинэ Тыла Дойду сиригэр де-юре сытар Заявленная территория Население Карта Вазиристан Вана Пушту Пакистан 11 585 км2 791 087 Нагорно-Карабахская Республика Степанакерт Армянский Азербайджан 11 500 км2 145 100 Государство Шан Таунджи Шанский Мьянма 155 800 км2 4 702 000 (1999),"Flag The name of the capital Language is the territory of the country, the state-declared territory of the country Vaziristan van Pashtu Pakistan 11 585 km2 791 087 Nagorno-Karabakh Republic Stepanakert Armenian Azerbaijan 11 500 km2 145 100 state Shang Taunzhi Myanmi 155 800 km2 4 702 000 (1999)",43,52,290,297,1.0241379310344827,1.2093023255813953,wikimedia
Сорох дойдулар билиммит дойдулара,Partially recognized states,4,3,33,27,0.8181818181818182,0.75,wikimedia
"Былааҕа Аата Киинэ Тыла Претендующее на территорию государство Заявленная территория Население Карта Признали Абхазия Сухум Абхаз тыла уонна нуучча тыла Грузия 8 598 км2 242 862 Россия, Никарагуа, Венесуэла, Науру, Тувалу Азад Кашмир Музаффарабад Урду Индия 13 297 км2 4 567 982 Пакистан Китайская Республика (непризнанная, о. Тайвань) Тайбэй Китай тыла Китайская Народная Республика 35 980 км2 23 188 078 Белиз, Буркина-Фасо, Ватикан, Гаити, Гамбия, Гватемала, Гондурас, Кирибати, Маршалловы Острова, Науру, Никарагуа, Палау, Панама, Парагвай, Сальвадор, Сан-Томе и Принсипи, Свазиленд, Сент-Винсент и Гренадины, Сент-Китс и Невис, Сент-Люсия, Соломоновы Острова и Тувалу.","Flag name the capital, the language claiming to the territory of the state declared territory was recognized by Abkhazia Sukhum Abkhazian and Russian Georgia 8 598 km2 242 862 Russia, Nicaragua, Venezuela, Nauru, Tuval Azad Kashmir Muzaffad Urdu India 13 297 km2 4 567 982 Pakistan of the Chinese Republic (unrecognized, Taiwan)Taibay Chinese Chinese People's Republic of 35 980 km2 23 188 078 Belize, Burkina-Faso, Vatican, Haiti, Gambia, Guatemala, Honduras, Kiribati, Marshallovs, Nauru, Nicaragua, Palau, Panama, Paraguay, Salvador, San Tome and Swaziland, Saint-VinciGrenadines, St. Kits and Nevis, St. Lusia, Solomon Island and Tuval.",91,123,673,640,0.950965824665676,1.3516483516483517,wikimedia
"Государство Палестина Рамалла Арааб тыла Израиль 6020 км2 4 016 416 см. Международно-правовой статус Государства Палестина Турецкая Республика Северного Кипра Лефкоша Туурак тыла Республика Кипр 3 355 км2 200 000 Турция Республика Южная Осетия Цхинвал Осетин тыла, нуучча тыла уонна грузин тыла Грузия 3 900 км2 51 547 Россия, Никарагуа, Венесуэла, Науру, Тувалу","The state of Palestine Ramalla Arabic Israel 6020 km2 4 016 416 cm. The international legal status of the state of the Palestine of the Turkish Republic of Northern Cyprus Lefkosha Turkish Republic of Cyprus 3 355 km2 200,000 Turkish Republic of South Ossetia Tskhinval Ossetian, Russian and Georgian Georgia 3 900 km2 51 547 Russia, Russia, RussiaNicaragua, Venezuela, Nauru, Tuvalu",53,68,362,383,1.058011049723757,1.2830188679245282,wikimedia
Тутулуктаах сирдэр,Dependent territories,2,2,18,21,1.1666666666666667,1.0,wikimedia
Былааҕа Аата Киинэ Тыла Валюта Государство Население Площадь Карта Акротири и Декелия Эпископи Английский Евро (EUR) Великобритания 14 500 254 км2 Макао (Аомынь) Макао (Аомынь) Китайский и Португальский Патака (MOP) КНР 541 200 27 км2 Гонконг (Сянган) Гонконг (Сянган) Китайский и Английский Гонконгский доллар (NKD) КНР 7 097 600 1 104 км2 Британская территория в Индийском океане Диего-Гарсия английский Доллар США Великобритания 3 500 60 км2 Кокосовые острова Уэст-Айленд Английский Австралийский доллар (AUD) Австралия 596 14 км2 Остров Рождества Флайинг-Фиш-Коув Английский Австралийский доллар (AUD) Австралия 1 400 135 км2,флаг название столица язык валюта государство население площадь карта акротири и декелия эпископи английский евро (eur) великобритания 14 500 254 км2 макао (аомынь) макао (аомынь) китайский и португальский патака (mop) кнр 541 200 27 км2 гонконг (сянган) гонконг (сянган) китайский и английский гонконгский доллар (nkd) кнр 7 097 600 1 104 км2 британская территория в индийском океане диего-гарсия английский доллар сша великобритания 3 500 60 км2 кокосовые острова уэст-айленд английский австралийский доллар (aud) австралия 596 14 км2 остров рождества флайинг-фиш-коув английский австралийский доллар (aud) австралия 1 400 135 км2,89,107,629,632,1.0047694753577106,1.202247191011236,wikimedia
Арҕаа Азия,West Asia,2,2,10,9,0.9,1.0,wikimedia
Былааҕа Аата Киинэ Тыла Харчыта Площадь Население Карта Азербайджан Баку Азербайджанский Азербайдьаан манаата (AZN) 86 600 км2 9 593 000 Армения Ереван Армянский Эрмээн драама (AMD) 29 800 км2 3 010 600 Бахрейн Манама Арааб тыла Бахрейнский динар (BHD) 665 км2 1 314 089 Грузия Тбилиси Грузин тыла Лари (GEL) 69 700 км2 3 729 500[2] Израиль Иерусалим[3] Иврит уонна арааб тыла Новый израильский шекель (ILS) 20 770 км2[4] 22 072 км2[5] 7 746 000 Иордания Амман Арааб тыла Иорданский динар (JOD) 92 300 км2 6 316 000 Ирак Багдад Арааб тыла Иракский динар (IQD) 437 072 км2 30 747 000 Иран Тегеран Перс тыла Иранский риал (IRR) 1 648 000 км2 74 196 000 Йемен Сана Арааб тыла Йеменский риал (YER) 527 970 км2 23 580 000 Катар Доха Арааб тыла Катарский риал (QAR) 11437 км2 1 409 000 Кипр Никосия Гириэк тыла уонна туурак тыла Евро (EUR) 9 250 км2 801 851 Кувейт Эль-Кувейт Арааб тыла Кувейтский динар (KWD) 17 818 км2 2 985 000 Ливан Бейрут Арааб тыла Ливанский фунт (LBP) 10 452 км2 4 224 000 Объединённые Арабские Эмираты Абу-Даби Арааб тыла Дирхам (ОАЭ) (AED) 83 600 км2 4 599 000 Оман Маскат Арааб тыла Оманский риал (OMR) 309 500 км2 2 845 000 Саудовская Аравия Эр-Рияд Арааб тыла Саудовский риял (SAR) 2 218 000 км2 25 721 000 Сирия Дамаск Арааб тыла Сирийский фунт (SYP) 185 180 км2 21 906 000 Турция Анкара Туурак тыла Турецкая лира (TRY) 780 580 км2 73 723 000,"Flag name capital Language Currency Square Population Azerbaijan Baku Azerbaijani Azerbaijani manat (AZN) 86 600 km2 9 593 000 Armenia Yerevan Armenian Drama (AMD) 29 800 km2 3 010 600 Bahrain manama Arabic dinar (BHD) 665 km2 1 1 1 1 1 1 1314 089 Georgia Tbilisi Gruzinsky Lari (GEL) 69 700 km2 3 729 500 [2] Israel Jerusalem [3] Hebrew and Arabic New Israeli Shekel (ILS) 20 770 km2 [4] 22,072 km2 [5] 7 746 000 Jordan Arab Arabian Jordanian dinar (JOD)92 300 км2 6 316 000 Ирак Багдад Арабский Иракский динар (IQD) 437 072 км2 30 747 000 Иран Тегеран Персидский Иранский риал (IRR) 1 648 000 км2 74 196 000 Йемен Сана Арабский Йеменский риал (YER) 527 970 км2 23 580 000Qatar Docha Arabic Qatari Rial (QAR) 11437 km2 1 409 000 Cyprus Nicosia Nicosia and Turkish euro (EUR) 9 250 km2 801 851 Kuwait El-Kuwait Arabic Dinar (KWD) 17 818 km2 2 985 000 Lebanon Banabi Livanese pound (LBP) 10452 km2 4 224 000 United Arab Emirates Abu Dhabi Arabic Dirham (AED) 83 600 km2 4 599 000 omancat Arab Oman Rial (OMR) 309 500 km2 2 845 000 Saudi Arabia Arabic Saudi (sar) 2218 000 km2 25 721 000 Syria Damascus Arabic Syrian pound (SYP) 185 180 km2 21 906 000 Türkiye Ankara Turkish Lira (Try) 780 580 km2 73 723 000",249,272,1366,1206,0.8828696925329429,1.0923694779116466,wikimedia
Быһаарыылар,Notes,1,1,11,5,0.45454545454545453,1.0,wikimedia
"Дарии (دری дари; фарси́-кабули́, кабули́, афган-перс тыла) — Афганистаан таддьыыктарын афганских таджиков, хазараалар, чараймаактар уонна да атын омуктар тыллара.","Dari (دری Dari; Farsi-Kabuli, Kabuli, Afghan-Persian language)-the language of Afghan Tajiks, Khazareans, Charamakov and some other ethnic groups.",19,27,162,146,0.9012345679012346,1.4210526315789473,wikimedia
Афганистан икки судаарыстыбаннай тылыттан биирдэстэрэ.,One of the two state languages ​​of Afghanistan.,5,9,54,48,0.8888888888888888,1.8,wikimedia
"Дойду хотугу уонна киин өттүгэр ордук тарҕаммыт, ону таһынан хотугу Пакистааҥҥа, уонна илин Ирааҥҥа туттуллар.","It is common mainly in its northern and central provinces, in Kabul, as well as in Northern Pakistan, and in East Iran.",15,26,110,119,1.0818181818181818,1.7333333333333334,wikimedia
Афганистааҥҥа омуктар ыккардыларынааҕы тыл суолталаах.,It is the language of interethnic communication in Afghanistan.,5,10,54,63,1.1666666666666667,2.0,wikimedia
"Саҥарар дьон ахсаана 12 мөлүйүөнтэн тахса (2011, сыанабылынан).","The total number of speakers is more than 12 million people (2011, assessment).",8,17,63,79,1.253968253968254,2.125,wikimedia
Афганистаан олохтоохторун 50 % бу тылы төрөөбүт тылынан билинэр.,Native speakers of Dari as a native language make up about 50 % of the population of Afghanistan.,9,19,64,97,1.515625,2.111111111111111,wikimedia
"Тыл үөрэхтээхтэрин үксэ таддьыык, перс тылын Афганистааннааҕы көрүҥүн курдук көрөллөр.",Most experts are considered as a local Afghan version of the Tajik and Persian languages.,10,16,86,89,1.0348837209302326,1.6,wikimedia
"Перс тылын ирааннааҕы барылыттан сүнньүнэн дорҕоонун тутулунан (вокализм), кыратык лиэксикэтинэн уонна кырамаатыкатынан уратылаах.","From the Iranian version of Persian, Dari differs in the main phonetics (mainly vocalism), there are also small and almost inconspicuous differences in vocabulary and grammar.",13,31,130,175,1.3461538461538463,2.3846153846153846,wikimedia
"Таддьыык тылын кытта толору сөп түбэһэрин кэриэтэ, суругунан-бичигинэн эрэ уратылаах, таддьыык тыла кириллицаны туһанар буоллаҕына, дарии бэйэтин суругун-бичигин туһанар (араап-перс суругуттан кыра уратылаах).","Almost identical to the Tajik language and differs from it only by writing, that is, if the Tajik language uses the Cyrillic language as writing, Gate uses his writing, which is slightly different from the Arab-Persian writing.",23,42,209,227,1.0861244019138756,1.826086956521739,wikimedia
"Дарии, перс уонна таддьыык тылын билээччилэр бэйэ-бэйэлэрин судургутук өйдүүллэр.","Native speakers of Dari, Persian and Tajik languages, without any problems understand each other.",9,17,81,97,1.1975308641975309,1.8888888888888888,wikimedia
Тыл аатын төрүтэ,The origin of the name,3,5,16,22,1.375,1.6666666666666667,wikimedia
Хас да санаа баар.,"There are various versions of the origin of the name ""Dary"".",4,14,18,60,3.3333333333333335,3.5,wikimedia
"Билимдьилэр үгүстэрэ перс дарбар (دربار) диэн «ыраахтааҕы тиэргэнэ» диэн өйдөбүллээх тылга сыһыараллар, тоҕо диэтэххэ Сасанид[4] ыраахтааҕылар бу тылынан саҥараллара.","Most scientists believe that the word donation is related to the Persian word Darbar (درuzz), “yard”, because Dari spoke at court at the Sassanids [4].",19,34,166,151,0.9096385542168675,1.7894736842105263,wikimedia
"Бу санаа орто үйэтээҕи төрүттэргэ уонна ислаам устуоруктарын эрдэтээҥҥи үлэлэригэр олоҕурар.[5] Ол да буоллар «дар» диэн тыл орто үйэ саҕаланыытыгар «ил дьаһалтата, канцелярия» диэн суолталаах этэ, онон «дарии» диэн даҕааһын аата «дар» диэн аат ытылтан тахсыбыт буоллаҕына «дьыала-куолу тыла» диэн буоларыгар тиийэр, ол аата «официальнай тыл», «ил тыла».","This opinion is based on medieval sources and works of early Islamic historians. [5]It should be clarified that the word “gift” in the early Middle Ages was of “state administration, office”, therefore, “don”, as a derivative of the “gift” means “the language of administrative office work”, that is, “official language” and “state language”.",48,78,354,342,0.9661016949152542,1.625,wikimedia
"Аныгы перс тылыгар бу өйдөбүллэр киирии арааб тылынан бэриллэллэр رسمی (rasmi) уонна دولتی (dowlati), ислаам киириэн иннинэ суох тылларынан.","In modern Persian, these concepts are transmitted by borrowed Arabic words ging (rasmi) and دولی (customati), which in the pre -Islamic Persian language simply did not exist.",19,34,140,174,1.2428571428571429,1.7894736842105263,wikimedia
Аһаҕас дорҕооннор,Vowels,2,1,17,6,0.35294117647058826,0.5,wikimedia
Литэрэтиирэлии тыл вокализма 8 аһаҕас дорҕоонноох.,The vocalism of literary Dari is represented by eight vowels.,6,11,50,61,1.22,1.8333333333333333,wikimedia
"Уһатыылаах уонна кылгас диэн арахсар эрээри дьиҥэр бу араарыы суолтата намтаабыт. Ол оннугар аһаҕас дорҕооннор көтөҕүүлэринэн (по подъёму), ону таһынан /ī ē ū ō ā/ дорҕооннор олохсуйбут туруктаахтар (устойчивые), оттон /e o/ дорҕооннор — халбаҥ туруктаахтар (неустойчивые).","Although traditionally they differ in the basis of longitude-dye, in reality this sign has faded into the background, and all vowels, firstly, differ in qualitatively (by lifting), and secondly, vowels / ī ā ā / are rather stable, and vowels / e o / are unstable.",37,56,273,263,0.9633699633699634,1.5135135135135136,wikimedia
МФА транскрипцията илин кэлин неогубл. огубл. верхние i u ср.-верхние ɪ ʊ ср.-нижние ɛ ɔ нижние a ɒ Иранистская транскрипция илин кэлин неогубл. огубл. верхние ī ū ср.-верхние e o ср.-нижние ē ō нижние a ā,MFA transcription anterior rear neogla.cobbled.The upper I u cf.-upper ɪ ʊ cf.-nizhny ɛ ɔ lower a ɒ Iranist transcription anterior rear neogla.cobbled.upper ī ū cf.-upper e o cf.-nizhny ē ō lower a ā,36,33,205,199,0.9707317073170731,0.9166666666666666,wikimedia
Эбилгэ (Иволги́нск) (бур.,Ivolghinsk (dr.,3,4,25,15,0.6,1.3333333333333333,wikimedia
"Эбилгэ, варианты — Ивалга, Иволга) — сэлиэнньэ (1973—1991 сс. — куорат тииптээх бөһүөлэк), Бүрээт Өрөспүүбүлүкэтин Иволгинскай оройуонун уонна тыа сэлиэнньэтин киинэ.","Ebilge, options - Ivalga, Ivolga) - a village (in 1973-1991 - urban -type settlement), the administrative center of the Ivolginsky district of the Republic of Buryatia and the rural settlement ""Ivolginskoye"".",21,40,166,208,1.2530120481927711,1.9047619047619047,wikimedia
Олохтоохторун ахсаана — 7382[1] киһи (2010).,The population is 7382 [1](2010).,6,11,44,33,0.75,1.8333333333333333,wikimedia
Эбилгэ.,Ivolginsk.,1,2,7,10,1.4285714285714286,2.0,wikimedia
Баян-Тогод диэн ытык хайа,The Holy Mountain Bayan Togod,4,5,25,29,1.16,1.25,wikimedia
Эбилгэ хочотун ортотугар Улан-Удэттэн соҕуруулуу арҕаа 27 км сиргэ Кяхта федераллыы суолталаах А340 траагар сытар.,"The village is located in the center of the Ivolginsky Valley of 27 km southwest of Ulan-Ude, on the Kyakhtinsky tract-a federal highway A340.",15,26,114,142,1.2456140350877194,1.7333333333333334,wikimedia
Хочо соҕуруу өттүгэр баар.,Located on the right southern board of the Valley.,4,10,26,50,1.9230769230769231,2.5,wikimedia
"Сирин ньуура — куйаар хаптала, Эбилгэ өрүс уста сытарын диэки кыратык иҥнэри.","The terrain is a steppe plain, which is weakly tilted to the floodplain of the Ivolgi River.",12,19,77,92,1.1948051948051948,1.5833333333333333,wikimedia
Сэлиэнньэ соҕуруу кырыытыгар Баян-Тогод диэн хайа турар (710 м).,"On the southern outskirts of the village there is Mount Bayan-Togod (710 m), towering above the whole valley.",9,22,64,109,1.703125,2.4444444444444446,wikimedia
Устуоруйата,Story,1,1,11,5,0.45454545454545453,1.0,wikimedia
Эбилгэ хочотунан былыргаттан араас моҕуол биистэрэ сылдьаллара.,"In the Ivolginsky valley, various Mongol tribes wandered from ancient times.",7,13,63,76,1.2063492063492063,1.8571428571428572,wikimedia
XVIII үйэ саҕаланыытыгар Байкаал арҕаа өттүттэн кэлбит эхириттэр уонна булагааттар олохсуйбуттара.,"At the beginning of the XVIII century, she was settled by part of the Echrim and Bulagates, who moved from the western side of Lake Baikal.",11,29,98,139,1.4183673469387754,2.6363636363636362,wikimedia
"Үһүйээн быһыытынан олохсуйбут сирдэрин Эбилгэтэ (өҥ сир) диэн ааттаабыттар, кэлин бу аат нуучча докумуоннарыгар Эбилгэ́, Ивалга́, Иволга́ диэн суруллар, ааттанар буолбут.","The legends say that having gained a new homeland, they called it Ebilgate (fertile), which eventually transformed, largely under the influence of Russian documents, in Ebilge, Ivalga, Ivolga.",21,37,170,192,1.1294117647058823,1.7619047619047619,wikimedia
XX үйэ саҥатыгар билиҥҥи Эбилгэ сэлиэнньэтин оннугар Мангазай уонна Боро-Губээ диэн бүрээт улуустара бааллара.,"At the beginning of the 20th century, the Buryat uluses of Mangazai and Boro-Gube were located on the site of the current Ivolginsk.",14,25,110,132,1.2,1.7857142857142858,wikimedia
"1940 году Мангазай улуус Иволгинскай диэн ааттаммыта, манна Эбилгэ оройуонун киинэ Саянтуй сэлиэнньэттэн көспүтүнэн ситимнээн.","In 1940, Ulus Mangazai was renamed Ivolginsk in connection with the transfer of here the administrative center of the Ivolginsky district from the village of Sayantuy.",15,28,126,167,1.3253968253968254,1.8666666666666667,wikimedia
1951—1959 сыллардаахха Бүрээт тыа хаһаайыстыбатын техникумун Иволгатааҕы үөрэтэр-уопуттуур хаһаайыстыбата (ОПХ) баар этэ.,"In 1951-1959, the Ivolginsky educational and executive economy (OPX) of the Buryat agricultural college worked in the village.",12,22,121,126,1.0413223140495869,1.8333333333333333,wikimedia
3 марта 1959 сыл кулун тутар 3 күнүгэр оҕуруот аһын уонна үүтү оҥорон таһаарар «Иволгинскай» сопхуос үөскээбитэ[2].,"On March 3, 1959, the vegetable and milk state farm ""Ivolginsky"" was created [2].",17,21,115,81,0.7043478260869566,1.2352941176470589,wikimedia
1973 сыл кулун тутар 22 оробуочай бөһүөлэк стаатуһа иҥэриллибитэ[3].,"March 22, 1973 received the status of a working village [3].",9,15,68,60,0.8823529411764706,1.6666666666666667,wikimedia
1991 сыл алтынньы 4 күнүгэр тыа сэлиэнньэлээх пууна буолбута[3].,"On October 4, 1991, Ivolginsk was transformed into a rural settlement [3].",9,17,64,74,1.15625,1.8888888888888888,wikimedia
Үөрэх,Education,1,1,5,9,1.8,1.0,wikimedia
Бурятский республиканский агротехнический техникум (БРАТТ) Лицей традиционных искусств народов Забайкалья Орто оскуола Оҕо ускуустубатын оскуолата Киэһээҥҥи оскуола Оҕо-ыччат спордун оскуолата,Buryat Republican Agricultural College (Brat) Lyceum of Traditional Arts of Peoples Transbaikalia Secondary School Children's School of Arts Evening School Children and Youth Sports School,20,28,192,188,0.9791666666666666,1.4,wikimedia
"Иволгинский дацан — Арассыыйа буддизмын киинэ, Эбилгэттэн 8 км Үөһээ Эбилгэ диэн сэлиэнньэҕэ баар.","Ivolginsky datsan - the center of Russian Buddhism, is located 8 km west of Ivolginsk in the village of Verkhnyaya Ivolga.",14,23,98,122,1.2448979591836735,1.6428571428571428,wikimedia
Баян-Тогод (Баай павлин) — бөһүөлэк соҕуруу кырыытыгар турар ытык хайа.,Bayan-Togod (rich peacock) is a sacred mountain on the southern outskirts of Ivolginsk.,10,16,71,87,1.2253521126760563,1.6,wikimedia
Айылҕа уонна археология бэлиэ сирэ.,Monument of nature.Monument of archeology.,5,6,35,42,1.2,1.2,wikimedia
Быһаарыылар,Notes,1,1,11,5,0.45454545454545453,1.0,wikimedia
Эбилгэ дацаана «Хамбыын Сүмээ» (тиб. དགའ་ལྡན་བཀྲ་ཤིས་ཆོས་འཁོར་ Гандан Даши Чойнхорлин; бур.,Ivolgi Dutsan “Hambyn Sumy” (Tib. དགའ་ལྡན་བཀྲ་ཤིས་ཆོས་འཁོར་ Gandan Dasha Choynhorlin; Bour.,10,16,91,91,1.0,1.6,wikimedia
"Түгэс Баясгалантай Үлзы Номой Хүрдын Хийд — «Дьолу аҕалар уонна үөрүүннэн туолбут үөрэх көлүөһэтин уйата») — буддийский буддизм манастыыр-дацаана, Арассыыйа Буддизмын Саҥхатын киинэ Буддийской традиционной Сангхи России[2].","TүGES Bashantai үlsi noma hirdyn Hyde-“The monastery of the wheel of teaching, bringing happiness and complete joy”)-the Buddhist monastery, the center of the Buddhist traditional Sangha of Russia [2].",27,39,223,201,0.9013452914798207,1.4444444444444444,wikimedia
Устуоруйа уонна архитектура мэҥэтэ[3].,Monument of history and architecture [3].,4,9,38,41,1.0789473684210527,2.25,wikimedia
Расположен в Бүрээт Өрөспүүбүлүкэтигэр в селе Үөһээ Эбилгэ Улан-Удэттэн 36 км сиргэ баар.,Located in the Republic of Buryatia in the village of Verkhnyaya Ivolga 36 km west of the center of Ulan-Ude.,13,21,89,109,1.2247191011235956,1.6153846153846154,wikimedia
Устуоруйата,Story,1,1,11,5,0.45454545454545453,1.0,wikimedia
Буддизмы СССР 1930-с сылларга отой суох гыммыттара.,The Buddhist tradition in the USSR was completely destroyed in the 1930s.,7,13,51,73,1.4313725490196079,1.8571428571428572,wikimedia
"Великой Отечественной войны бүтүүтүгэр сыаркаптары, мэчиэттэри, дацааннары сөргүтүү саҕаламмыта.","At the end of World War II, temples, churches, mosques, and datsans began to open in the country.",9,23,96,97,1.0104166666666667,2.5555555555555554,wikimedia
